transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00102952	protein_coding	novel	no_gene_id	o
TCONS_00103135	protein_coding	novel	no_gene_id	o
TCONS_00103138	protein_coding	novel	no_gene_id	o
TCONS_00103181	protein_coding	novel	no_gene_id	o
TCONS_00104171	protein_coding	novel	no_gene_id	o
TCONS_00104200	protein_coding	novel	no_gene_id	o
TCONS_00104201	protein_coding	novel	no_gene_id	o
TCONS_00104202	protein_coding	novel	no_gene_id	o
TCONS_00104203	protein_coding	novel	no_gene_id	o
TCONS_00104204	protein_coding	novel	no_gene_id	o
TCONS_00104205	protein_coding	novel	no_gene_id	o
TCONS_00104206	protein_coding	novel	no_gene_id	o
TCONS_00104455	protein_coding	novel	no_gene_id	o
TCONS_00104650	protein_coding	novel	no_gene_id	o
TCONS_00104660	protein_coding	novel	no_gene_id	o
TCONS_00104664	protein_coding	novel	no_gene_id	o
TCONS_00104968	protein_coding	novel	no_gene_id	o
TCONS_00104969	protein_coding	novel	no_gene_id	o
TCONS_00105005	protein_coding	novel	no_gene_id	o
TCONS_00105241	protein_coding	novel	no_gene_id	o
TCONS_00105524	protein_coding	novel	no_gene_id	o
TCONS_00105525	protein_coding	novel	no_gene_id	o
TCONS_00105526	protein_coding	novel	no_gene_id	o
TCONS_00105607	protein_coding	novel	no_gene_id	o
TCONS_00106017	protein_coding	novel	no_gene_id	o
TCONS_00106104	protein_coding	novel	no_gene_id	o
TCONS_00106474	protein_coding	novel	no_gene_id	o
TCONS_00106665	protein_coding	novel	no_gene_id	o
TCONS_00106848	protein_coding	novel	no_gene_id	o
TCONS_00106849	protein_coding	novel	no_gene_id	o
TCONS_00106963	protein_coding	novel	no_gene_id	o
TCONS_00106964	protein_coding	novel	no_gene_id	o
TCONS_00106968	protein_coding	novel	no_gene_id	o
TCONS_00107676	protein_coding	novel	no_gene_id	o
TCONS_00107961	protein_coding	novel	no_gene_id	o
TCONS_00108135	protein_coding	novel	no_gene_id	o
TCONS_00108203	protein_coding	novel	no_gene_id	o
TCONS_00108540	protein_coding	novel	no_gene_id	o
TCONS_00108541	protein_coding	novel	no_gene_id	o
TCONS_00108596	protein_coding	novel	no_gene_id	o
TCONS_00108774	protein_coding	novel	no_gene_id	o
TCONS_00109129	protein_coding	novel	no_gene_id	o
TCONS_00109210	protein_coding	novel	no_gene_id	o
TCONS_00109254	protein_coding	novel	no_gene_id	o
TCONS_00109355	protein_coding	novel	no_gene_id	o
TCONS_00109360	protein_coding	novel	no_gene_id	o
TCONS_00109361	protein_coding	novel	no_gene_id	o
TCONS_00110571	protein_coding	novel	no_gene_id	o
TCONS_00111074	protein_coding	novel	no_gene_id	o
TCONS_00113653	protein_coding	novel	no_gene_id	o
TCONS_00113910	protein_coding	novel	no_gene_id	o
TCONS_00113911	protein_coding	novel	no_gene_id	o
TCONS_00114065	protein_coding	novel	no_gene_id	o
TCONS_00114124	protein_coding	novel	no_gene_id	o
TCONS_00114154	protein_coding	novel	no_gene_id	o
TCONS_00114155	protein_coding	novel	no_gene_id	o
TCONS_00114156	protein_coding	novel	no_gene_id	o
TCONS_00114157	protein_coding	novel	no_gene_id	o
TCONS_00114262	protein_coding	novel	no_gene_id	o
TCONS_00114308	protein_coding	novel	no_gene_id	o
TCONS_00114593	protein_coding	novel	no_gene_id	o
TCONS_00114653	protein_coding	novel	no_gene_id	o
TCONS_00114717	protein_coding	novel	no_gene_id	o
TCONS_00114752	protein_coding	novel	no_gene_id	o
TCONS_00115458	protein_coding	novel	no_gene_id	o
TCONS_00115822	protein_coding	novel	no_gene_id	o
TCONS_00116059	protein_coding	novel	no_gene_id	o
TCONS_00116262	protein_coding	novel	no_gene_id	o
TCONS_00116264	protein_coding	novel	no_gene_id	o
TCONS_00116265	protein_coding	novel	no_gene_id	o
TCONS_00116294	protein_coding	novel	no_gene_id	o
TCONS_00116340	protein_coding	novel	no_gene_id	o
TCONS_00116343	protein_coding	novel	no_gene_id	o
TCONS_00116489	protein_coding	novel	no_gene_id	o
TCONS_00116627	protein_coding	novel	no_gene_id	o
TCONS_00116917	protein_coding	novel	no_gene_id	o
TCONS_00116982	protein_coding	novel	no_gene_id	o
TCONS_00116993	protein_coding	novel	no_gene_id	o
TCONS_00117643	protein_coding	novel	no_gene_id	o
TCONS_00118710	protein_coding	novel	no_gene_id	o
TCONS_00119141	protein_coding	novel	no_gene_id	o
TCONS_00119720	protein_coding	novel	no_gene_id	o
TCONS_00119721	protein_coding	novel	no_gene_id	o
TCONS_00119724	protein_coding	novel	no_gene_id	o
TCONS_00119871	protein_coding	novel	no_gene_id	o
TCONS_00120613	protein_coding	novel	no_gene_id	o
TCONS_00120775	protein_coding	novel	no_gene_id	o
TCONS_00123101	protein_coding	novel	no_gene_id	o
TCONS_00123199	protein_coding	novel	no_gene_id	o
TCONS_00124029	protein_coding	novel	no_gene_id	o
TCONS_00124075	protein_coding	novel	no_gene_id	o
TCONS_00124173	protein_coding	novel	no_gene_id	o
TCONS_00124219	protein_coding	novel	no_gene_id	o
TCONS_00124836	protein_coding	novel	no_gene_id	o
TCONS_00124938	protein_coding	novel	no_gene_id	o
TCONS_00126743	protein_coding	novel	no_gene_id	o
TCONS_00128659	protein_coding	novel	no_gene_id	o
TCONS_00128761	protein_coding	novel	no_gene_id	o
TCONS_00129061	protein_coding	novel	no_gene_id	o
TCONS_00129703	protein_coding	novel	no_gene_id	o
TCONS_00130246	protein_coding	novel	no_gene_id	o
TCONS_00130317	protein_coding	novel	no_gene_id	o
TCONS_00130319	protein_coding	novel	no_gene_id	o
TCONS_00130322	protein_coding	novel	no_gene_id	o
TCONS_00130324	protein_coding	novel	no_gene_id	o
TCONS_00130326	protein_coding	novel	no_gene_id	o
TCONS_00130330	protein_coding	novel	no_gene_id	o
TCONS_00130341	protein_coding	novel	no_gene_id	o
TCONS_00130346	protein_coding	novel	no_gene_id	o
TCONS_00130347	protein_coding	novel	no_gene_id	o
TCONS_00130358	protein_coding	novel	no_gene_id	o
TCONS_00130359	protein_coding	novel	no_gene_id	o
TCONS_00130376	protein_coding	novel	no_gene_id	o
TCONS_00130388	protein_coding	novel	no_gene_id	o
TCONS_00130418	protein_coding	novel	no_gene_id	o
TCONS_00130420	protein_coding	novel	no_gene_id	o
TCONS_00130424	protein_coding	novel	no_gene_id	o
TCONS_00130432	protein_coding	novel	no_gene_id	o
TCONS_00130434	protein_coding	novel	no_gene_id	o
TCONS_00130435	protein_coding	novel	no_gene_id	o
TCONS_00130455	protein_coding	novel	no_gene_id	o
TCONS_00130465	protein_coding	novel	no_gene_id	o
TCONS_00130469	protein_coding	novel	no_gene_id	o
TCONS_00130471	protein_coding	novel	no_gene_id	o
TCONS_00130488	protein_coding	novel	no_gene_id	o
TCONS_00130518	protein_coding	novel	no_gene_id	o
TCONS_00130539	protein_coding	novel	no_gene_id	o
TCONS_00130540	protein_coding	novel	no_gene_id	o
TCONS_00130541	protein_coding	novel	no_gene_id	o
TCONS_00130545	protein_coding	novel	no_gene_id	o
TCONS_00130549	protein_coding	novel	no_gene_id	o
TCONS_00130556	protein_coding	novel	no_gene_id	o
TCONS_00130565	protein_coding	novel	no_gene_id	o
TCONS_00130569	protein_coding	novel	no_gene_id	o
TCONS_00130571	protein_coding	novel	no_gene_id	o
TCONS_00130574	protein_coding	novel	no_gene_id	o
TCONS_00130583	protein_coding	novel	no_gene_id	o
TCONS_00130912	protein_coding	novel	no_gene_id	o
TCONS_00130941	protein_coding	novel	no_gene_id	o
TCONS_00131012	protein_coding	novel	no_gene_id	o
TCONS_00131148	protein_coding	novel	no_gene_id	o
TCONS_00131227	protein_coding	novel	no_gene_id	o
TCONS_00131503	protein_coding	novel	no_gene_id	o
TCONS_00131541	protein_coding	novel	no_gene_id	o
TCONS_00131542	protein_coding	novel	no_gene_id	o
TCONS_00131967	protein_coding	novel	no_gene_id	o
TCONS_00131991	protein_coding	novel	no_gene_id	o
TCONS_00132051	protein_coding	novel	no_gene_id	o
TCONS_00132131	protein_coding	novel	no_gene_id	o
TCONS_00132313	protein_coding	novel	no_gene_id	o
TCONS_00132316	protein_coding	novel	no_gene_id	o
TCONS_00132748	protein_coding	novel	no_gene_id	o
TCONS_00132749	protein_coding	novel	no_gene_id	o
TCONS_00132750	protein_coding	novel	no_gene_id	o
TCONS_00132751	protein_coding	novel	no_gene_id	o
TCONS_00132752	protein_coding	novel	no_gene_id	o
TCONS_00132848	protein_coding	novel	no_gene_id	o
TCONS_00132892	protein_coding	novel	no_gene_id	o
TCONS_00133017	protein_coding	novel	no_gene_id	o
TCONS_00133458	protein_coding	novel	no_gene_id	o
TCONS_00133461	protein_coding	novel	no_gene_id	o
TCONS_00133464	protein_coding	novel	no_gene_id	o
TCONS_00134526	protein_coding	novel	no_gene_id	o
TCONS_00134530	protein_coding	novel	no_gene_id	o
TCONS_00134533	protein_coding	novel	no_gene_id	o
TCONS_00135187	protein_coding	novel	no_gene_id	o
TCONS_00135505	protein_coding	novel	no_gene_id	o
TCONS_00135591	protein_coding	novel	no_gene_id	o
TCONS_00135800	protein_coding	novel	no_gene_id	o
TCONS_00136001	protein_coding	novel	no_gene_id	o
TCONS_00136184	protein_coding	novel	no_gene_id	o
TCONS_00136204	protein_coding	novel	no_gene_id	o
TCONS_00136263	protein_coding	novel	no_gene_id	o
TCONS_00136503	protein_coding	novel	no_gene_id	o
TCONS_00136576	protein_coding	novel	no_gene_id	o
TCONS_00136639	protein_coding	novel	no_gene_id	o
TCONS_00136765	protein_coding	novel	no_gene_id	o
TCONS_00136768	protein_coding	novel	no_gene_id	o
TCONS_00136811	protein_coding	novel	no_gene_id	o
TCONS_00136920	protein_coding	novel	no_gene_id	o
TCONS_00136939	protein_coding	novel	no_gene_id	o
TCONS_00136956	protein_coding	novel	no_gene_id	o
TCONS_00137008	protein_coding	novel	no_gene_id	o
TCONS_00137442	protein_coding	novel	no_gene_id	o
TCONS_00137537	protein_coding	novel	no_gene_id	o
TCONS_00137538	protein_coding	novel	no_gene_id	o
TCONS_00137808	protein_coding	novel	no_gene_id	o
TCONS_00138435	protein_coding	novel	no_gene_id	o
TCONS_00138439	protein_coding	novel	no_gene_id	o
TCONS_00138476	protein_coding	novel	no_gene_id	o
TCONS_00138553	protein_coding	novel	no_gene_id	o
TCONS_00138729	protein_coding	novel	no_gene_id	o
TCONS_00138754	protein_coding	novel	no_gene_id	o
TCONS_00139037	protein_coding	novel	no_gene_id	o
TCONS_00139671	protein_coding	novel	no_gene_id	o
TCONS_00139836	protein_coding	novel	no_gene_id	o
TCONS_00139921	protein_coding	novel	no_gene_id	o
TCONS_00140170	protein_coding	novel	no_gene_id	o
TCONS_00140192	protein_coding	novel	no_gene_id	o
TCONS_00140193	protein_coding	novel	no_gene_id	o
TCONS_00140194	protein_coding	novel	no_gene_id	o
TCONS_00140247	protein_coding	novel	no_gene_id	o
TCONS_00140422	protein_coding	novel	no_gene_id	o
TCONS_00140694	protein_coding	novel	no_gene_id	o
TCONS_00140759	protein_coding	novel	no_gene_id	o
TCONS_00141023	protein_coding	novel	no_gene_id	o
TCONS_00141236	protein_coding	novel	no_gene_id	o
TCONS_00141247	protein_coding	novel	no_gene_id	o
TCONS_00141343	protein_coding	novel	no_gene_id	o
TCONS_00141352	protein_coding	novel	no_gene_id	o
TCONS_00141448	protein_coding	novel	no_gene_id	o
TCONS_00141597	protein_coding	novel	no_gene_id	o
TCONS_00141692	protein_coding	novel	no_gene_id	o
TCONS_00141780	protein_coding	novel	no_gene_id	o
TCONS_00142081	protein_coding	novel	no_gene_id	o
TCONS_00142082	protein_coding	novel	no_gene_id	o
TCONS_00142254	protein_coding	novel	no_gene_id	o
TCONS_00142434	protein_coding	novel	no_gene_id	o
TCONS_00142484	protein_coding	novel	no_gene_id	o
TCONS_00142516	protein_coding	novel	no_gene_id	o
TCONS_00142657	protein_coding	novel	no_gene_id	o
TCONS_00142774	protein_coding	novel	no_gene_id	o
TCONS_00142808	protein_coding	novel	no_gene_id	o
TCONS_00142844	protein_coding	novel	no_gene_id	o
TCONS_00142865	protein_coding	novel	no_gene_id	o
TCONS_00143106	protein_coding	novel	no_gene_id	o
TCONS_00143138	protein_coding	novel	no_gene_id	o
TCONS_00143277	protein_coding	novel	no_gene_id	o
TCONS_00143315	protein_coding	novel	no_gene_id	o
TCONS_00143893	protein_coding	novel	no_gene_id	o
TCONS_00144158	protein_coding	novel	no_gene_id	o
TCONS_00144206	protein_coding	novel	no_gene_id	o
TCONS_00144244	protein_coding	novel	no_gene_id	o
TCONS_00145156	protein_coding	novel	no_gene_id	o
TCONS_00145170	protein_coding	novel	no_gene_id	o
TCONS_00145624	protein_coding	novel	no_gene_id	o
TCONS_00145664	protein_coding	novel	no_gene_id	o
TCONS_00145666	protein_coding	novel	no_gene_id	o
TCONS_00145813	protein_coding	novel	no_gene_id	o
TCONS_00146785	protein_coding	novel	no_gene_id	o
TCONS_00146802	protein_coding	novel	no_gene_id	o
TCONS_00146804	protein_coding	novel	no_gene_id	o
TCONS_00014643	protein_coding	novel	no_gene_id	o
TCONS_00030026	protein_coding	novel	no_gene_id	o
TCONS_00038844	protein_coding	novel	no_gene_id	o
TCONS_00059410	protein_coding	novel	no_gene_id	o
TCONS_00056772	protein_coding	novel	no_gene_id	o
TCONS_00064126	protein_coding	novel	no_gene_id	o
TCONS_00073846	protein_coding	novel	no_gene_id	o
TCONS_00081862	protein_coding	novel	no_gene_id	o
TCONS_00084053	protein_coding	novel	no_gene_id	o
TCONS_00082169	protein_coding	novel	no_gene_id	o
TCONS_00082278	protein_coding	novel	no_gene_id	o
TCONS_00088297	protein_coding	novel	no_gene_id	o
TCONS_00093554	protein_coding	novel	no_gene_id	o
TCONS_00101150	protein_coding	novel	no_gene_id	o
TCONS_00102897	protein_coding	novel	no_gene_id	o
TCONS_00104552	protein_coding	novel	no_gene_id	o
TCONS_00109371	protein_coding	novel	no_gene_id	o
TCONS_00108818	protein_coding	novel	no_gene_id	o
TCONS_00123277	protein_coding	novel	no_gene_id	o
TCONS_00116992	protein_coding	novel	no_gene_id	o
TCONS_00130397	protein_coding	novel	no_gene_id	o
TCONS_00130367	protein_coding	novel	no_gene_id	o
TCONS_00141729	protein_coding	novel	no_gene_id	o
TCONS_00143027	protein_coding	novel	no_gene_id	o
TCONS_00143028	protein_coding	novel	no_gene_id	o
TCONS_00000170	protein_coding	novel	no_gene_id	u
TCONS_00000180	protein_coding	novel	no_gene_id	u
TCONS_00000182	protein_coding	novel	no_gene_id	u
TCONS_00000369	protein_coding	novel	no_gene_id	u
TCONS_00000370	protein_coding	novel	no_gene_id	u
TCONS_00000933	protein_coding	novel	no_gene_id	u
TCONS_00000946	protein_coding	novel	no_gene_id	u
TCONS_00000954	protein_coding	novel	no_gene_id	u
TCONS_00001254	protein_coding	novel	no_gene_id	u
TCONS_00001493	protein_coding	novel	no_gene_id	u
TCONS_00001594	protein_coding	novel	no_gene_id	u
TCONS_00001856	protein_coding	novel	no_gene_id	u
TCONS_00001939	protein_coding	novel	no_gene_id	u
TCONS_00002131	protein_coding	novel	no_gene_id	u
TCONS_00002692	protein_coding	novel	no_gene_id	u
TCONS_00002714	protein_coding	novel	no_gene_id	u
TCONS_00002859	protein_coding	novel	no_gene_id	u
TCONS_00003107	protein_coding	novel	no_gene_id	u
TCONS_00003987	protein_coding	novel	no_gene_id	u
TCONS_00004772	protein_coding	novel	no_gene_id	u
TCONS_00004996	protein_coding	novel	no_gene_id	u
TCONS_00006669	protein_coding	novel	no_gene_id	u
TCONS_00006995	protein_coding	novel	no_gene_id	u
TCONS_00007988	protein_coding	novel	no_gene_id	u
TCONS_00008299	protein_coding	novel	no_gene_id	u
TCONS_00008355	protein_coding	novel	no_gene_id	u
TCONS_00008572	protein_coding	novel	no_gene_id	u
TCONS_00008690	protein_coding	novel	no_gene_id	u
TCONS_00008771	protein_coding	novel	no_gene_id	u
TCONS_00008942	protein_coding	novel	no_gene_id	u
TCONS_00009275	protein_coding	novel	no_gene_id	u
TCONS_00009355	protein_coding	novel	no_gene_id	u
TCONS_00009464	protein_coding	novel	no_gene_id	u
TCONS_00009555	protein_coding	novel	no_gene_id	u
TCONS_00010050	protein_coding	novel	no_gene_id	u
TCONS_00010828	protein_coding	novel	no_gene_id	u
TCONS_00011274	protein_coding	novel	no_gene_id	u
TCONS_00011341	protein_coding	novel	no_gene_id	u
TCONS_00012211	protein_coding	novel	no_gene_id	u
TCONS_00013336	protein_coding	novel	no_gene_id	u
TCONS_00013863	protein_coding	novel	no_gene_id	u
TCONS_00013865	protein_coding	novel	no_gene_id	u
TCONS_00014491	protein_coding	novel	no_gene_id	u
TCONS_00014649	protein_coding	novel	no_gene_id	u
TCONS_00014686	protein_coding	novel	no_gene_id	u
TCONS_00014744	protein_coding	novel	no_gene_id	u
TCONS_00015068	protein_coding	novel	no_gene_id	u
TCONS_00015069	protein_coding	novel	no_gene_id	u
TCONS_00015191	protein_coding	novel	no_gene_id	u
TCONS_00015445	protein_coding	novel	no_gene_id	u
TCONS_00015692	protein_coding	novel	no_gene_id	u
TCONS_00015869	protein_coding	novel	no_gene_id	u
TCONS_00016435	protein_coding	novel	no_gene_id	u
TCONS_00018488	protein_coding	novel	no_gene_id	u
TCONS_00018711	protein_coding	novel	no_gene_id	u
TCONS_00018712	protein_coding	novel	no_gene_id	u
TCONS_00019003	protein_coding	novel	no_gene_id	u
TCONS_00019025	protein_coding	novel	no_gene_id	u
TCONS_00020075	protein_coding	novel	no_gene_id	u
TCONS_00020196	protein_coding	novel	no_gene_id	u
TCONS_00020411	protein_coding	novel	no_gene_id	u
TCONS_00025697	protein_coding	novel	no_gene_id	u
TCONS_00025702	protein_coding	novel	no_gene_id	u
TCONS_00025849	protein_coding	novel	no_gene_id	u
TCONS_00026446	protein_coding	novel	no_gene_id	u
TCONS_00026458	protein_coding	novel	no_gene_id	u
TCONS_00026497	protein_coding	novel	no_gene_id	u
TCONS_00027260	protein_coding	novel	no_gene_id	u
TCONS_00027366	protein_coding	novel	no_gene_id	u
TCONS_00027393	protein_coding	novel	no_gene_id	u
TCONS_00027538	protein_coding	novel	no_gene_id	u
TCONS_00027639	protein_coding	novel	no_gene_id	u
TCONS_00027713	protein_coding	novel	no_gene_id	u
TCONS_00027936	protein_coding	novel	no_gene_id	u
TCONS_00028046	protein_coding	novel	no_gene_id	u
TCONS_00028048	protein_coding	novel	no_gene_id	u
TCONS_00030054	protein_coding	novel	no_gene_id	u
TCONS_00032215	protein_coding	novel	no_gene_id	u
TCONS_00032863	protein_coding	novel	no_gene_id	u
TCONS_00033009	protein_coding	novel	no_gene_id	u
TCONS_00033489	protein_coding	novel	no_gene_id	u
TCONS_00033765	protein_coding	novel	no_gene_id	u
TCONS_00033890	protein_coding	novel	no_gene_id	u
TCONS_00033892	protein_coding	novel	no_gene_id	u
TCONS_00033893	protein_coding	novel	no_gene_id	u
TCONS_00033894	protein_coding	novel	no_gene_id	u
TCONS_00033895	protein_coding	novel	no_gene_id	u
TCONS_00034341	protein_coding	novel	no_gene_id	u
TCONS_00034375	protein_coding	novel	no_gene_id	u
TCONS_00035222	protein_coding	novel	no_gene_id	u
TCONS_00035758	protein_coding	novel	no_gene_id	u
TCONS_00035759	protein_coding	novel	no_gene_id	u
TCONS_00036577	protein_coding	novel	no_gene_id	u
TCONS_00036987	protein_coding	novel	no_gene_id	u
TCONS_00038136	protein_coding	novel	no_gene_id	u
TCONS_00038913	protein_coding	novel	no_gene_id	u
TCONS_00039492	protein_coding	novel	no_gene_id	u
TCONS_00040043	protein_coding	novel	no_gene_id	u
TCONS_00040567	protein_coding	novel	no_gene_id	u
TCONS_00040613	protein_coding	novel	no_gene_id	u
TCONS_00041110	protein_coding	novel	no_gene_id	u
TCONS_00041113	protein_coding	novel	no_gene_id	u
TCONS_00041231	protein_coding	novel	no_gene_id	u
TCONS_00041333	protein_coding	novel	no_gene_id	u
TCONS_00041478	protein_coding	novel	no_gene_id	u
TCONS_00041479	protein_coding	novel	no_gene_id	u
TCONS_00041953	protein_coding	novel	no_gene_id	u
TCONS_00042072	protein_coding	novel	no_gene_id	u
TCONS_00042164	protein_coding	novel	no_gene_id	u
TCONS_00042203	protein_coding	novel	no_gene_id	u
TCONS_00042214	protein_coding	novel	no_gene_id	u
TCONS_00042461	protein_coding	novel	no_gene_id	u
TCONS_00042621	protein_coding	novel	no_gene_id	u
TCONS_00045917	protein_coding	novel	no_gene_id	u
TCONS_00046930	protein_coding	novel	no_gene_id	u
TCONS_00047392	protein_coding	novel	no_gene_id	u
TCONS_00048237	protein_coding	novel	no_gene_id	u
TCONS_00048250	protein_coding	novel	no_gene_id	u
TCONS_00048485	protein_coding	novel	no_gene_id	u
TCONS_00049276	protein_coding	novel	no_gene_id	u
TCONS_00049305	protein_coding	novel	no_gene_id	u
TCONS_00049328	protein_coding	novel	no_gene_id	u
TCONS_00049361	protein_coding	novel	no_gene_id	u
TCONS_00049708	protein_coding	novel	no_gene_id	u
TCONS_00049709	protein_coding	novel	no_gene_id	u
TCONS_00049845	protein_coding	novel	no_gene_id	u
TCONS_00049846	protein_coding	novel	no_gene_id	u
TCONS_00050562	protein_coding	novel	no_gene_id	u
TCONS_00051112	protein_coding	novel	no_gene_id	u
TCONS_00054428	protein_coding	novel	no_gene_id	u
TCONS_00054429	protein_coding	novel	no_gene_id	u
TCONS_00055485	protein_coding	novel	no_gene_id	u
TCONS_00056336	protein_coding	novel	no_gene_id	u
TCONS_00056448	protein_coding	novel	no_gene_id	u
TCONS_00056449	protein_coding	novel	no_gene_id	u
TCONS_00056473	protein_coding	novel	no_gene_id	u
TCONS_00056582	protein_coding	novel	no_gene_id	u
TCONS_00056618	protein_coding	novel	no_gene_id	u
TCONS_00056692	protein_coding	novel	no_gene_id	u
TCONS_00056825	protein_coding	novel	no_gene_id	u
TCONS_00056826	protein_coding	novel	no_gene_id	u
TCONS_00056989	protein_coding	novel	no_gene_id	u
TCONS_00056990	protein_coding	novel	no_gene_id	u
TCONS_00057442	protein_coding	novel	no_gene_id	u
TCONS_00057450	protein_coding	novel	no_gene_id	u
TCONS_00057502	protein_coding	novel	no_gene_id	u
TCONS_00057645	protein_coding	novel	no_gene_id	u
TCONS_00057675	protein_coding	novel	no_gene_id	u
TCONS_00057699	protein_coding	novel	no_gene_id	u
TCONS_00057790	protein_coding	novel	no_gene_id	u
TCONS_00057809	protein_coding	novel	no_gene_id	u
TCONS_00057850	protein_coding	novel	no_gene_id	u
TCONS_00058031	protein_coding	novel	no_gene_id	u
TCONS_00058477	protein_coding	novel	no_gene_id	u
TCONS_00059203	protein_coding	novel	no_gene_id	u
TCONS_00059544	protein_coding	novel	no_gene_id	u
TCONS_00059664	protein_coding	novel	no_gene_id	u
TCONS_00060364	protein_coding	novel	no_gene_id	u
TCONS_00062667	protein_coding	novel	no_gene_id	u
TCONS_00062841	protein_coding	novel	no_gene_id	u
TCONS_00062909	protein_coding	novel	no_gene_id	u
TCONS_00062911	protein_coding	novel	no_gene_id	u
TCONS_00063066	protein_coding	novel	no_gene_id	u
TCONS_00063070	protein_coding	novel	no_gene_id	u
TCONS_00063196	protein_coding	novel	no_gene_id	u
TCONS_00063568	protein_coding	novel	no_gene_id	u
TCONS_00063737	protein_coding	novel	no_gene_id	u
TCONS_00063794	protein_coding	novel	no_gene_id	u
TCONS_00064119	protein_coding	novel	no_gene_id	u
TCONS_00064398	protein_coding	novel	no_gene_id	u
TCONS_00065045	protein_coding	novel	no_gene_id	u
TCONS_00067588	protein_coding	novel	no_gene_id	u
TCONS_00067672	protein_coding	novel	no_gene_id	u
TCONS_00068262	protein_coding	novel	no_gene_id	u
TCONS_00068593	protein_coding	novel	no_gene_id	u
TCONS_00068594	protein_coding	novel	no_gene_id	u
TCONS_00069722	protein_coding	novel	no_gene_id	u
TCONS_00070337	protein_coding	novel	no_gene_id	u
TCONS_00070923	protein_coding	novel	no_gene_id	u
TCONS_00071021	protein_coding	novel	no_gene_id	u
TCONS_00071190	protein_coding	novel	no_gene_id	u
TCONS_00073346	protein_coding	novel	no_gene_id	u
TCONS_00073492	protein_coding	novel	no_gene_id	u
TCONS_00073646	protein_coding	novel	no_gene_id	u
TCONS_00073647	protein_coding	novel	no_gene_id	u
TCONS_00073829	protein_coding	novel	no_gene_id	u
TCONS_00073899	protein_coding	novel	no_gene_id	u
TCONS_00074083	protein_coding	novel	no_gene_id	u
TCONS_00074119	protein_coding	novel	no_gene_id	u
TCONS_00074284	protein_coding	novel	no_gene_id	u
TCONS_00074313	protein_coding	novel	no_gene_id	u
TCONS_00074315	protein_coding	novel	no_gene_id	u
TCONS_00074360	protein_coding	novel	no_gene_id	u
TCONS_00074658	protein_coding	novel	no_gene_id	u
TCONS_00074697	protein_coding	novel	no_gene_id	u
TCONS_00074770	protein_coding	novel	no_gene_id	u
TCONS_00074812	protein_coding	novel	no_gene_id	u
TCONS_00075338	protein_coding	novel	no_gene_id	u
TCONS_00075802	protein_coding	novel	no_gene_id	u
TCONS_00075911	protein_coding	novel	no_gene_id	u
TCONS_00075912	protein_coding	novel	no_gene_id	u
TCONS_00077442	protein_coding	novel	no_gene_id	u
TCONS_00077714	protein_coding	novel	no_gene_id	u
TCONS_00078131	protein_coding	novel	no_gene_id	u
TCONS_00078679	protein_coding	novel	no_gene_id	u
TCONS_00080066	protein_coding	novel	no_gene_id	u
TCONS_00080123	protein_coding	novel	no_gene_id	u
TCONS_00080301	protein_coding	novel	no_gene_id	u
TCONS_00080581	protein_coding	novel	no_gene_id	u
TCONS_00080610	protein_coding	novel	no_gene_id	u
TCONS_00080715	protein_coding	novel	no_gene_id	u
TCONS_00080742	protein_coding	novel	no_gene_id	u
TCONS_00080950	protein_coding	novel	no_gene_id	u
TCONS_00081024	protein_coding	novel	no_gene_id	u
TCONS_00081337	protein_coding	novel	no_gene_id	u
TCONS_00081338	protein_coding	novel	no_gene_id	u
TCONS_00081400	protein_coding	novel	no_gene_id	u
TCONS_00081713	protein_coding	novel	no_gene_id	u
TCONS_00081731	protein_coding	novel	no_gene_id	u
TCONS_00081780	protein_coding	novel	no_gene_id	u
TCONS_00081781	protein_coding	novel	no_gene_id	u
TCONS_00082157	protein_coding	novel	no_gene_id	u
TCONS_00082542	protein_coding	novel	no_gene_id	u
TCONS_00082760	protein_coding	novel	no_gene_id	u
TCONS_00082918	protein_coding	novel	no_gene_id	u
TCONS_00083062	protein_coding	novel	no_gene_id	u
TCONS_00083556	protein_coding	novel	no_gene_id	u
TCONS_00083824	protein_coding	novel	no_gene_id	u
TCONS_00083842	protein_coding	novel	no_gene_id	u
TCONS_00083933	protein_coding	novel	no_gene_id	u
TCONS_00084131	protein_coding	novel	no_gene_id	u
TCONS_00084391	protein_coding	novel	no_gene_id	u
TCONS_00084581	protein_coding	novel	no_gene_id	u
TCONS_00085432	protein_coding	novel	no_gene_id	u
TCONS_00085433	protein_coding	novel	no_gene_id	u
TCONS_00085475	protein_coding	novel	no_gene_id	u
TCONS_00085825	protein_coding	novel	no_gene_id	u
TCONS_00086181	protein_coding	novel	no_gene_id	u
TCONS_00087283	protein_coding	novel	no_gene_id	u
TCONS_00088197	protein_coding	novel	no_gene_id	u
TCONS_00088412	protein_coding	novel	no_gene_id	u
TCONS_00088576	protein_coding	novel	no_gene_id	u
TCONS_00088579	protein_coding	novel	no_gene_id	u
TCONS_00088603	protein_coding	novel	no_gene_id	u
TCONS_00088746	protein_coding	novel	no_gene_id	u
TCONS_00088784	protein_coding	novel	no_gene_id	u
TCONS_00088864	protein_coding	novel	no_gene_id	u
TCONS_00088887	protein_coding	novel	no_gene_id	u
TCONS_00089718	protein_coding	novel	no_gene_id	u
TCONS_00089971	protein_coding	novel	no_gene_id	u
